Id,Name,Year,Genre,DirectedBy,ProducedBy,Music,StoryBy,Company
movie-5214,"Makdee",2002,Fantasy,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,Abbas Tyrewala,Percept Picture Company
movie-5215,"Make It or Break It",2009,Drama,David Paymer,David Hartle,Mike Suby,Holly Sorensen,Dlife
movie-5216,"Make Way for Tomorrow",1937,Drama,Leo McCarey,Leo McCarey,George Antheil,Vi?a Delmar,Paramount Pictures
movie-5217,"Mako Mermaids",2013,Adventure,Evan Clarry,Jonathan M. Shiff,Ricky Edwards,Sam Carroll,ZDF Enterprises
movie-5218,"Mala Noche",1986,Drama,Gus Van Sant,Gus Van Sant,Creighton Lindsay,Walt Curtis,Janus Films
movie-5219,"Malcolm in the Middle",2000,Comedy,Todd Holland,Michael Glouberman,Charles Sydnor,Linwood Boomer,Fox Network
movie-5220,"Malcolm X",1992,Biography,Spike Lee,Preston L. Holmes,Terence Blanchard,Alex Haley,Warner Bros.
movie-5221,"Malcolm in the Middle",2000,Comedy,Todd Holland,Michael Glouberman,Charles Sydnor,Linwood Boomer,Fox Network
movie-5222,"Male and Female",1919,Adventure,Cecil B. DeMille,Cecil B. DeMille,Sydney Jill Lehman,Jeanie Macpherson,Paramount Pictures
movie-5223,"Maleficent",2014,Action,Robert Stromberg,Sarah Bradshaw,James Newton Howard,Linda Woolverton,Bandwidth Digital Releasing
movie-5224,"Maljukgeori janhoksa",2004,Drama,Ha Yoo,Seoung-Jae Cha,Jun-seok Kim,Ha Yoo,CJ Entertainment
movie-5225,"Mallrats",1995,Comedy,Kevin Smith,Caldecot Chubb,Ira Newborn,Kevin Smith,Gramercy Pictures (I)
movie-5226,"Mal?na",2000,Drama,Giuseppe Tornatore,Carlo Bernasconi,Ennio Morricone,Giuseppe Tornatore,A-Film Distribution
movie-5227,"Mama's Family",1983,Comedy,Dave Powers,John Hamilton,Peter Matz,Dick Clair,Lorimar Telepictures
movie-5228,"Mambo Italiano",2003,Comedy,?mile Gaudreault,Daniel Louis,FM Le Sieur,Steve Galluccio,Equinox Films
movie-5229,"Mammoth",2009,Drama,Lukas Moodysson,Lene B?rglum,Erik Fh?lenhag,Lukas Moodysson,A-Film Distribution
movie-5230,"Man Hunt",1941,Drama,Fritz Lang,Kenneth Macgowan,Alfred Newman,Geoffrey Household,Twentieth Century Fox Film Corporation
movie-5231,"Man Push Cart",2005,Drama,Ramin Bahrani,Ramin Bahrani,Peyman Yazdanian,Ramin Bahrani,Koch Lorber Films
movie-5232,"Man Without a Star",1955,Western,King Vidor,Aaron Rosenberg,Hans J. Salter,Borden Chase,Universal Pictures
movie-5233,"Man cheng jin dai huang jin jia",2006,Drama,Yimou Zhang,William Kong,Shigeru Umebayashi,Yu Cao,Buena Vista International
movie-5234,"Man in the Chair",2007,Comedy,Michael Schroeder,Michael Angarano Sr,Laura Karpman,Michael Schroeder,IFC Films
movie-5235,"Man of Aran",1934,Documentary,Robert J. Flaherty,Michael Balcon,John Greenwood,Robert J. Flaherty,Gaumont British Distributors
movie-5236,"Man of Steel",2013,Action,Zack Snyder,Wesley Coller,Hans Zimmer,David S. Goyer,20th Century Fox
movie-5237,"Man of a Thousand Faces",1957,Biography,Joseph Pevney,Robert Arthur,Frank Skinner,Ralph Wheelwright,Universal Pictures
movie-5238,"Man of the West",1958,Drama,Anthony Mann,Walter Mirisch,Leigh Harline,Will C. Brown,United Artists
movie-5239,"Man on Fire",2004,Action,Tony Scott,Don Ferrarone,Harry Gregson-Williams,A.J. Quinnell,Twentieth Century Fox Film Corporation
movie-5240,"Man on Wire",2008,Documentary,James Marsh,Simon Chinn,Michael Nyman,Philippe Petit,Magnolia Pictures
movie-5241,"Man on a Ledge",2012,Action,Asger Leth,Lorenzo di Bonaventura,Henry Jackman,Pablo F. Fenjves,Alfa Films
movie-5242,"Man on the Moon",1999,Biography,Milos Forman,Pamela Abdy,R.E.M.,Scott Alexander,Universal Pictures
movie-5243,"Man to Man with Dean Learner",2006,Comedy,Richard Ayoade,Stephen Abrahams,Andrew Hewitt,Richard Ayoade,Channel 4 Television Corporation
movie-5244,"Man vs. Wild",2006,Adventure,Stephen Shearman,Stephen Rankin,Paul Pritchard,Hugh Ballantyne,Channel 4 Television Corporation
movie-5245,"Man's Favorite Sport?",1964,Comedy,Howard Hawks,Howard Hawks,Henry Mancini,Pat Frank,Universal Pictures
movie-5246,"Man, taraneh, panzdah sal daram",2002,Drama,Rasoul Sadrameli,Rasoul Sadrameli,Madjid Entezami,Kambuzia Partovi,Menemsha Films
movie-5247,"Mandariinid",2013,Drama,Zaza Urushadze,Ivo Felt,Niaz Diasamidze,Zaza Urushadze,Karma Films
movie-5248,"Mandela: Long Walk to Freedom",2013,Biography,Justin Chadwick,Brian Cox,Alex Heffes,William Nicholson,E1 Films Canada
movie-5249,"Manderlay",2005,Drama,Lars von Trier,Michael Andr?,Joachim Holbek,Lars von Trier,Bir Film
movie-5250,"Mang jing",2003,Crime,Yang Li,Lv Jianmin,Yadong Zhang,Yang Li,Kino Video
movie-5251,"Manhandled",1949,Crime,Lewis R. Foster,William H. Pine,Darrell Calker,Lewis R. Foster,Paramount Pictures
movie-5252,"Thor",2011,Action,Kenneth Branagh,Victoria Alonso,Patrick Doyle,Ashley Miller,B&H Film Distribution
movie-5253,"Maid in Manhattan",2002,Comedy,Wayne Wang,Richard Baratta,Alan Silvestri,John Hughes,Sony Pictures Entertainment (SPE)
movie-5254,"Manhattan Melodrama",1934,Crime,W.S. Van Dyke,David O. Selznick,William Axt,Oliver H.P. Garrett,Metro-Goldwyn-Mayer (MGM)
movie-5255,"Manhunter",1986,Crime,Michael Mann,Richard Roth,The Reds,Thomas Harris,De Laurentiis Entertainment Group (DEG)
movie-5256,"Manic",2001,Drama,Jordan Melamed,Peter Broderick,Michael Linnen,Michael Bacall,Europa Filmes
movie-5257,"Manichithrathazhu",1993,Comedy,Fazil,Appachan,M.G. Radhakrishnan,Madhu Muttam,Swargachitra
movie-5258,"Mankind the Story of All of Us",2012,Documentary,Dan Clifton,Ahmed Abounouom,Tom Howe,Hugh Ballantyne,Westec Media Limited
movie-5259,"Manmadhudu",2002,Comedy,Vijay K. Bhaskar,Nagarjuna Akkineni,Devi Sri Prasad,Vijay K. Bhaskar,Aditya Video
movie-5260,"Mannen som elsket Yngve",2008,Comedy,Stian Kristiansen,Sigve Endresen,John Erik Kaada,Tore Renberg,Sandrew Metronome Norge
movie-5261,"Mannix",1967,Action,Paul Krasny,Bruce Geller,Richard Hazard,Bruce Geller,Columbia Broadcasting System (CBS)
movie-5262,"Manon des sources",1986,Drama,Claude Berri,Pierre Grunstein,Jean-Claude Petit,Claude Berri,AMLF
movie-5263,"Manorama Six Feet Under",2007,Crime,Navdeep Singh,Sanjay Bhattacharya,Raiomond Mirza,Devika Bhagat,Shemaroo Films
movie-5264,"Manqana, romelic kvelafers gaaqrobs",2012,Documentary,Tinatin Gurchiani,Tamar Gurchiani,Marian Mentrup,Tinatin Gurchiani,Icarus Films
movie-5265,"Mansfield Park",1999,Comedy,Patricia Rozema,David Aukin,Lesley Barber,Jane Austen,Alliance Atlantis Communications
movie-5266,"Manto",2015,Biography,Sarmad Sultan Khoosat,Baber Javed,Jamal Rahman,Shahid Nadeem,Geo Films
movie-5267,"Mao's Last Dancer",2009,Biography,Bruce Beresford,Ling Geng,Christopher Gordon,Jan Sardi,Roadshow Entertainment
movie-5268,"Map of the Human Heart",1992,Adventure,Vincent Ward,Linda Beath,Gabriel Yared,Louis Nowra,Cinepix / Famous Players Distribution (C/FP)
movie-5269,"Maqbool",2003,Crime,Vishal Bhardwaj,Bobby Bedi,Vishal Bhardwaj,Abbas Tyrewala,Yash Raj Films
movie-5270,"Marat/Sade",1967,Drama,Peter Brook,Michael Birkett,Richard Peaslee,Peter Weiss,Chapel Distribution
movie-5271,"Marathon",2005,Biography,Yoon-Chul Chung,Myeong-hong Seok,Jun-seong Kim,Yoon-Chul Chung,Cine Qua Non Films
movie-5272,"Marathon Man",1976,Crime,John Schlesinger,Sidney Beckerman,Michael Small,William Goldman,Paramount Pictures
movie-5273,"Marcelino pan y vino",1955,Comedy,Ladislao Vajda,<none>,Pablo Soroz?bal,Jos? Mar?a S?nchez Silva,Chamart?n
movie-5274,"Marchlands",2011,Drama,James Kent,Chrissy Skinns,John Lunn,Stephen Greenhorn,Independent Television (ITV)
movie-5275,"Marco Polo",2014,Adventure,David Petrarca,Sean Guest,Eric V. Hachikian,John Fusco,Netflix
movie-5276,"Mardaani",2014,Action,Pradeep Sarkar,Aditya Chopra,Julius Packiam,Gopi Puthran,Mind Blowing Films
movie-5277,"Marecku, podejte mi pero!",1976,Comedy,Oldrich Lipsk?,<none>,Svatopluk Havelka,Ladislav Smoljak,Ustredni Pujcovna Filmu
movie-5278,"Margaret's Museum",1995,Drama,Mort Ransen,Marilyn A. Belec,Milan Kymlicka,Sheldon Currie,Astra Cinema
movie-5279,"Margin Call",2011,Drama,J.C. Chandor,Sean Akers,Nathan Larson,J.C. Chandor,01 Distribution
movie-5280,"Maria Full of Grace",2004,Crime,Joshua Marston,Becky Glupczynski,Leonardo Heiblum,Joshua Marston,Fine Line Features
movie-5281,"Marilena de la P7",2006,Drama,Cristian Nemescu,Andrei Boncea,Andrei Toncu,Cristian Nemescu,Media Pro Pictures
movie-5282,"Marilyn Monroe: The Final Days",2001,Documentary,Patty Ivins Specht,Kevin Burns,Tom Jenkins,Monica Bider,20th Century Fox Home Entertainment
movie-5283,"Stingray",1964,Family,Alan Pattillo,Gerry Anderson,Barry Gray,Gerry Anderson,A&E Home Video
movie-5284,"Marius",2013,Drama,Daniel Auteuil,Julien Madon,Alexandre Desplat,Marcel Pagnol,Kino Lorber
movie-5285,"Adventures of Mark Twain, The",1985,Animation,Will Vinton,Susan Shadburne,Billy Scream,Susan Shadburne,Clubhouse Pictures
movie-5286,"Marked Woman",1937,Crime,Lloyd Bacon,Louis F. Edelman,Bernhard Kaun,Robert Rossen,Warner Bros.
movie-5287,"Marley & Me",2008,Comedy,David Frankel,Joseph M. Caracciolo Jr,Theodore Shapiro,Scott Frank,20th Century Fox
movie-5288,"Marmoulak",2004,Comedy,Kamal Tabrizi,Manouchehr Mohammadi,Mohammad Reza Aligholi,Peyman Ghassemkhani,Faradis
movie-5289,"Marnie",1964,Drama,Alfred Hitchcock,Alfred Hitchcock,Bernard Herrmann,Winston Graham,Universal Pictures
movie-5290,"Maron",2013,Comedy,Bobcat Goldthwait,Sivert Glarum,Anthony Rizzo,Marc Maron,Independent Film Channel (IFC)
movie-5291,"Hideous Kinky",1998,Drama,Gillies MacKinnon,Marina Gefter,John E. Keane,Esther Freud,AMLF
movie-5292,"Married with Children",1987,Comedy,Gerry Cohen,Michael G. Moye,Jonathan Wolff,Ron Leavitt,Fox Network
movie-5293,"Martha Marcy May Marlene",2011,Drama,Sean Durkin,Antonio Campos,Danny Bensi,Sean Durkin,Fox Searchlight Pictures
movie-5294,"Siege, The",1998,Action,Edward Zwick,Robin Budd,Graeme Revell,Lawrence Wright,Twentieth Century Fox Film Corporation
movie-5295,"Martian Child",2007,Comedy,Menno Meyjes,Seth Bass,Aaron Zigman,Seth Bass,New Line Cinema
movie-5296,"Martin",1992,Comedy,Gerren Keith,Mark J. Greenberg,Bill Maxwell,John Bowman,Fox Network
movie-5297,"Martin Chuzzlewit",1994,Drama,Pedr James,Rebecca Eaton,Geoffrey Burgon,Charles Dickens,2 Entertain
movie-5298,"Martin Mystery",2003,Animation,Stephane Berry,Vincent Chalvon-Demersay,Fabrice Aboulker,Alfredo Castelli,Marathon International
movie-5299,"Marty",1955,Drama,Delbert Mann,Paddy Chayefsky,Roy Webb,Paddy Chayefsky,United Artists
movie-5300,"Martyrs",2008,Drama,Pascal Laugier,Fr?d?ric Doniguian,Alex Cort?s,Pascal Laugier,Cinema Mondo
movie-5301,"Marusa no onna",1987,Comedy,J?z? Itami,Seigo Hosogoe,Toshiyuki Honda,J?z? Itami,Toho Company
movie-5302,"Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer",2011,Short,Leythum,Terrence Bergeron,Howard Drossin,Eric Pearson,Paramount Japan
movie-5303,"Marvel One-Shot: Agent Carter",2013,Short,Louis D'Esposito,Victoria Alonso,Christopher Lennertz,Eric Pearson,Walt Disney Studios Motion Pictures
movie-5304,"Marvel One-Shot: All Hail the King",2014,Short,Drew Pearce,Victoria Alonso,Brian Tyler,Drew Pearce,Walt Disney Studios Home Entertainment
movie-5305,"Marvel One-Shot: Item 47",2012,Short,Louis D'Esposito,Victoria Alonso,Christopher Lennertz,Eric Pearson,Walt Disney Studios Motion Pictures
movie-5306,"Marvel's Avengers Assemble",2013,Animation,Tim Eldred,Reinard J. Palisoc,Kristopher Carter,Joe Casey,Disney XD
movie-5307,"Marvellous",2014,Drama,Julian Farino,Peter Bowker,Adrian Johnston,Peter Bowker,British Broadcasting Corporation (BBC)
movie-5308,"Marvin's Room",1996,Drama,Jerry Zaks,Tod Scott Brody,Rachel Portman,Scott McPherson,Miramax
movie-5309,"Mary Bryant",2005,Adventure,Peter Andrikidis,Andrew Benson,Iva Davies,Peter Berry,Independent Television (ITV)
movie-5310,"Mary Hartman, Mary Hartman",1976,Comedy,Jim Drake,Norman Lear,Earle Hagen,Jerry Adelman,Embassy Home Entertainment
movie-5311,"Mary Kom",2014,Biography,Omung Kumar,Sanjay Leela Bhansali,Rohit Kulkarni,Saiwyn Qadras,Aanna Films
movie-5312,"Mary Poppins",1964,Comedy,Robert Stevenson,Bill Walsh,Irwin Kostal,Bill Walsh,Buena Vista Distribution Company
movie-5313,"Mary Tyler Moore",1970,Comedy,Jay Sandrich,James L. Brooks,Patrick Williams,James L. Brooks,Columbia Broadcasting System (CBS)
movie-5314,"Mary and Max",2009,Animation,Adam Elliot,Iain Canning,Dale Cornelius,Adam Elliot,Icon Film Distribution
movie-5315,"Mary, Queen of Scots",1971,Biography,Charles Jarrott,Hal B. Wallis,John Barry,John Hale,Universal Pictures
movie-5316,"Maryada Ramanna",2010,Action,S.S. Rajamouli,Prasad Devineni,M.M. Keeravani,S.S. Kanchi,Ficus
movie-5317,"Maryan",2013,Drama,Ganapathy Bharat,Viswanathan Ravichandran,A.R. Rahman,Ganapathy Bharat,Ayngaran Video
movie-5318,"Masaan",2015,Drama,Neeraj Ghaywan,Vikas Bahl,Bruno Coulais,Varun Grover,Cinemundo
movie-5319,"Masada",1981,Action,Boris Sagal,George Eckstein,Jerry Goldsmith,Ernest K. Gann,American Broadcasting Company (ABC)
movie-5320,"Masculin f?minin",1966,Drama,Jean-Luc Godard,Anatole Dauman,Jean-Jacques Debout,Guy de Maupassant,Columbia Films
movie-5321,"Masha i Medved",2009,Animation,Oleg Uzhinov,Oleg Kuzovkov,Vasiliy Bogatyrev,Oleg Kuzovkov,Cartoonito
movie-5322,"Mask, The",1994,Comedy,Chuck Russell,Ann Burgund,Randy Edelman,Michael Fallon,AMLF
movie-5323,"Master and Commander: The Far Side of the World",2003,Action,Peter Weir,Todd Arnow,Iva Davies,Patrick O'Brian,Twentieth Century Fox Film Corporation
movie-5324,"Master i Margarita",2005,Drama,Vladimir Bortko,Vladimir Bortko,Igor Kornelyuk,Vladimir Bortko,Duna Telev?zi?
movie-5325,"Masters of Horror",2005,Horror,Stuart Gordon,Keith Addis,Nicholas Pike,Mick Garris,Alberto Bitelli Intl. Films
movie-5326,"Masters of Sex",2013,Drama,Michael Apted,Michelle Ashford,Michael Penn,Michelle Ashford,Showtime Networks
movie-5327,"Mat",1926,Drama,Vsevolod Pudovkin,<none>,David Blok,Maxim Gorky,Kosmos-Filmi
movie-5328,"Mat i syn",1997,Drama,Aleksandr Sokurov,Aleksandr Golutva,Mikhail Ivanovich,Yuriy Arabov,International Film Circuit
movie-5329,"Matador",2014,Action,Nick Copus,Aaron Baiers,Juan Carlos Rodr?guez,Jay Beattie,El Rey Network
movie-5330,"Matando Cabos",2004,Action,Alejandro Lozano,Leslie Fastlicht,Santiago Ojeda,Tony Dalton,Televisa Cine
movie-5331,"Matchstick Men",2003,Comedy,Ridley Scott,Sean Bailey,Hans Zimmer,Eric Garcia,Warner Bros.
movie-5332,"Mater and the Ghostlight",2006,Animation,John Lasseter,Darla K. Anderson,Bruno Coon,Joe Ranft,Buena Vista Home Entertainment
movie-5333,"Mater's Tall Tales",2008,Animation,Rob Gibbs,Kori Rae,Mark Mothersbaugh,Scott Morse,Walt Disney Company
movie-5334,"Matewan",1987,Drama,John Sayles,Mark Balsam,Mason Daring,John Sayles,Parco Co. Ltd.
movie-5335,"Matilda",1996,Comedy,Danny DeVito,Martin Bregman,David Newman,Roald Dahl,Sony Pictures Entertainment (SPE)
movie-5336,"Matinee",1993,Comedy,Joe Dante,Michael Finnell,Jerry Goldsmith,Jerico,CTV International
movie-5337,"Matir moina",2002,Drama,Tareque Masud,Marin Karmitz,Moushumi Bhowmik,Catherine Masud,ICA Projects
movie-5338,"Matlock",1986,Crime,Christopher Hibler,Jeff Peters,Artie Kane,Dean Hargrove,National Broadcasting Company (NBC)
movie-5339,"Matrimonio all'italiana",1964,Comedy,Vittorio De Sica,Carlo Ponti,Armando Trovajoli,Eduardo De Filippo,Embassy Pictures
movie-5340,"Matroesjka's",2005,Crime,Guy Goossens,Mark Punt,David Julyan,Guy Goossens,Cuatro
movie-5341,"Matrubhoomi: A Nation Without Women",2003,Drama,Manish Jha,Nicolas Blanc,Salim Merchant,Manish Jha,Diaphana Films
movie-5342,"Maude",1972,Comedy,Hal Cooper,Rod Parker,Marvin Laird,Norman Lear,Columbia Broadcasting System (CBS)
movie-5343,"Maugli",1973,Animation,Roman Davydov,Yuri Avrutin,Sofiya Gubaydulina,Leonid Belokurov,Monarch Home Video
movie-5344,"Maurice",1987,Drama,James Ivory,Paul Bradley,Richard Robbins,E.M. Forster,Cinecom Pictures
movie-5345,"Maurice Richard",2005,Biography,Charles Binam?,Daniel Louis,Michel Cusson,Ken Scott,Alliance Atlantis Vivafilm
movie-5346,"Maverick",1994,Action,Richard Donner,Alexander B. Collett,Randy Newman,Roy Huggins,Warner Bros.
movie-5347,"Max Headroom",1987,Comedy,Victor Lobl,Brian E. Frankish,Cory Lerios,Steve Roberts,Warner Bros. Television
movie-5348,"Max Manus",2008,Action,Joachim R?nning,Jonas Allen,Trond Bjerknes,Thomas Nordseth-Tiller,Nordisk Film Biografdistribution
movie-5349,"Max et les ferrailleurs",1971,Crime,Claude Sautet,Raymond Danon,Philippe Sarde,Jean-Loup Dabadie,Compagnie Fran?aise de Distribution Cin?matographique (CFDC)
movie-5350,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,Documentary,James D. Scurlock,James D. Scurlock,Beno?t Charest,James D. Scurlock,Red Envelope Entertainment
movie-5351,"May",2002,Drama,Lucky McKee,Marius Balchunas,Jammes Luckett,Lucky McKee,Lions Gate Films
movie-5352,"Mayakkam Enna",2011,Drama,K. Selvaraghavan,<none>,G.V. Prakash Kumar,K. Selvaraghavan,Gemini Film Circuit
movie-5353,"Mayday",2003,Documentary,Tim Wolochatiuk,Jes?s Montero,Anthony Rozankovic,Larry Bambrick,Discovery Channel Canada
movie-5354,"Mayrig",1991,Drama,Henri Verneuil,Tarak Ben Ammar,Jean-Claude Petit,Henri Verneuil,AMLF
movie-5355,"Maze Runner: The Scorch Trials",2015,Action,Wes Ball,Marty Bowen,John Paesano,T.S. Nowlin,20th Century Fox Netherlands
movie-5356,"McFarland, USA",2015,Drama,Niki Caro,Mark Ciardi,Antonio Pinto,Christopher Cleveland,Walt Disney Studios Motion Pictures
movie-5357,"McHale's Navy",1962,Comedy,Sidney Lanfield,Edward Montagne,Axel Stordahl,William Raynor,American Broadcasting Company (ABC)
movie-5358,"McLeod's Daughters",2001,Drama,Richard Jasek,Posie Graeme-Evans,Alastair Ford,Posie Graeme-Evans,Nine Network Australia
movie-5359,"McLintock!",1963,Comedy,Andrew V. McLaglen,Michael Wayne,Frank De Vol,James Edward Grant,United Artists
movie-5360,"M?dchen in Uniform",1931,Drama,Leontine Sagan,Carl Froelich,Hanson Milde-Meissner,Christa Winsloe,Bild und Ton GmbH
movie-5361,"Me Without You",2001,Drama,Sandra Goldbacher,Steve Christian,Adrian Johnston,Sandra Goldbacher,Alcine Terran
movie-5362,"Me and Earl and the Dying Girl",2015,Comedy,Alfonso Gomez-Rejon,Jeremy Dawson,Brian Eno,Jesse Andrews,20th Century Fox Netherlands
movie-5363,"Me and Orson Welles",2008,Drama,Richard Linklater,Ann Carli,Michael J. McEvoy,Robert Kaplow,Freestyle Releasing
movie-5364,"Me and You and Everyone We Know",2005,Comedy,Miranda July,Holly Becker,Michael Andrews,Miranda July,Cathay-Keris Films
movie-5365,"Me, Myself & Irene",2000,Comedy,Bobby Farrelly,Mark Charpentier,Lee Scott,Peter Farrelly,Twentieth Century Fox Film Corporation
movie-5366,"Mea Maxima Culpa: Silence in the House of God",2012,Documentary,Alex Gibney,Sara Bernstein,Ivor Guest,Alex Gibney,Home Box Office (HBO)
movie-5367,"Mean Creek",2004,Crime,Jacob Aaron Estes,Deborah Del Prete,tomandandy,Jacob Aaron Estes,Paramount Classics
movie-5368,"Mean Girls",2004,Comedy,Mark Waters,Jennifer Guinier,Rolfe Kent,Rosalind Wiseman,Paramount Pictures
movie-5369,"Mean Machine",2001,Comedy,Barry Skolnick,Adam Bohling,Marilyn Manson,Tracy Keenan Wynn,United International Pictures (UIP)
movie-5370,"Meantime",1984,Comedy,Mike Leigh,Graham Benson,Andrew Dickson,Mike Leigh,Carlton Film Distributors
movie-5371,"Medianeras",2011,Comedy,Gustavo Taretto,Pilar Capano,Gabriel Chwojnik,Gustavo Taretto,Action
movie-5372,"Mediterraneo",1991,Comedy,Gabriele Salvatores,Silvio Berlusconi,Giancarlo Bigazzi,Enzo Monteleone,Kuzui Enterprises
movie-5373,"Medium",2005,Crime,Aaron Lipstadt,Glenn Gordon Caron,Sean Callery,Glenn Gordon Caron,National Broadcasting Company (NBC)
movie-5374,"Medium Cool",1969,Drama,Haskell Wexler,Michael Philip Butler,Mike Bloomfield,Haskell Wexler,Paramount Pictures
movie-5375,"Meduzot",2007,Drama,Shira Geffen,Yael Fogiel,Christopher Bowen,Shira Geffen,Arsenal Filmverleih
movie-5376,"Meet Joe Black",1998,Drama,Martin Brest,Martin Brest,Thomas Newman,Ron Osborn,Universal Pictures
movie-5377,"Meet John Doe",1941,Comedy,Frank Capra,Frank Capra,Dimitri Tiomkin,Richard Connell,Warner Bros.
movie-5378,"Meet Me in St. Louis",1944,Comedy,Vincente Minnelli,Arthur Freed,Roger Edens,Irving Brecher,Metro-Goldwyn-Mayer (MGM)
movie-5379,"Meet the Feebles",1989,Comedy,Peter Jackson,Jim Booth,Peter Dasent,Fran Walsh,Dead Alive Productions
movie-5380,"Meet the Parents",2000,Comedy,Jay Roach,Robert De Niro,Randy Newman,Greg Glienna,Universal Pictures
movie-5381,"Meet the Robinsons",2007,Animation,Stephen J. Anderson,Bill Borden,Danny Elfman,Jon Bernstein,Buena Vista International Finland
movie-5382,"Megamind",2010,Animation,Tom McGrath,Lara Breay,Lorne Balfe,Alan Schoolcraft,B&H Film Distribution
movie-5383,"Megas XLR",2004,Animation,Kelsey Mann,John Cawley,Shawn K. Clement,George Krstic,Cartoon Network
movie-5384,"Meghe Dhaka Tara",1960,Drama,Ritwik Ghatak,Ritwik Ghatak,Jyotirindra Moitra,Samiran Dutta,Films sans Fronti?res
movie-5385,"Meg?ll az id?",1982,Drama,P?ter Goth?r,<none>,Gy?rgy Selmeczi,G?za Berem?nyi,Libra Films
movie-5386,"? Meia Noite Levarei Sua Alma",1964,Horror,Jos? Mojica Marins,Arildo Iruam,Salatiel Coelho,Jos? Mojica Marins,Something Weird Video (SWV)
movie-5387,"Meiky? monogatari",1987,Animation,Yoshiaki Kawajiri,Haruki Kadokawa,Mickie Yoshino,Taku Mayumura,Toho Company
